Unique_ID,Broad_Classification,SWAT_File,database_table,DATABASE_FIELD_NAME,SWAT_Header_Name,Text_File_Structure,Position_in_File,Line_in_file,Swat_code_type,SWAT_Code_Variable_Name,Description,Core,Units,Data_Type,Minimum_Range,Maximum_Range,Default_Value,Use_in_DB,Source_Module,Is_Local_Variable
145,SIMULATION,print.prt,print_prt,pco%ls_reg%m,pco%ls_reg%m,unique,3,31,derived_type,pco%ls_reg%m,pco%ls_reg%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
146,SIMULATION,print.prt,print_prt,pco%ls_reg%y,pco%ls_reg%y,unique,4,31,derived_type,pco%ls_reg%y,pco%ls_reg%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
147,SIMULATION,print.prt,print_prt,pco%ls_reg%a,pco%ls_reg%a,unique,5,31,derived_type,pco%ls_reg%a,pco%ls_reg%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
148,SIMULATION,print.prt,print_prt,name,name,unique,1,33,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
149,SIMULATION,print.prt,print_prt,pco%pw_reg%d,pco%pw_reg%d,unique,2,33,derived_type,pco%pw_reg%d,pco%pw_reg%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
150,SIMULATION,print.prt,print_prt,pco%pw_reg%m,pco%pw_reg%m,unique,3,33,derived_type,pco%pw_reg%m,pco%pw_reg%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
151,SIMULATION,print.prt,print_prt,pco%pw_reg%y,pco%pw_reg%y,unique,4,33,derived_type,pco%pw_reg%y,pco%pw_reg%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
152,SIMULATION,print.prt,print_prt,pco%pw_reg%a,pco%pw_reg%a,unique,5,33,derived_type,pco%pw_reg%a,pco%pw_reg%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
153,SIMULATION,print.prt,print_prt,name,name,unique,1,35,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
154,SIMULATION,print.prt,print_prt,pco%aqu_reg%d,pco%aqu_reg%d,unique,2,35,derived_type,pco%aqu_reg%d,pco%aqu_reg%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
155,SIMULATION,print.prt,print_prt,pco%aqu_reg%m,pco%aqu_reg%m,unique,3,35,derived_type,pco%aqu_reg%m,pco%aqu_reg%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
156,SIMULATION,print.prt,print_prt,pco%aqu_reg%y,pco%aqu_reg%y,unique,4,35,derived_type,pco%aqu_reg%y,pco%aqu_reg%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
157,SIMULATION,print.prt,print_prt,pco%aqu_reg%a,pco%aqu_reg%a,unique,5,35,derived_type,pco%aqu_reg%a,pco%aqu_reg%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
158,SIMULATION,print.prt,print_prt,name,name,unique,1,37,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
159,SIMULATION,print.prt,print_prt,pco%res_reg%d,pco%res_reg%d,unique,2,37,derived_type,pco%res_reg%d,pco%res_reg%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
160,SIMULATION,print.prt,print_prt,pco%res_reg%m,pco%res_reg%m,unique,3,37,derived_type,pco%res_reg%m,pco%res_reg%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
161,SIMULATION,print.prt,print_prt,pco%res_reg%y,pco%res_reg%y,unique,4,37,derived_type,pco%res_reg%y,pco%res_reg%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
162,SIMULATION,print.prt,print_prt,pco%res_reg%a,pco%res_reg%a,unique,5,37,derived_type,pco%res_reg%a,pco%res_reg%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
163,SIMULATION,print.prt,print_prt,name,name,unique,1,39,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
164,SIMULATION,print.prt,print_prt,pco%sd_chan_reg%d,pco%sd_chan_reg%d,unique,2,39,derived_type,pco%sd_chan_reg%d,pco%sd_chan_reg%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
165,SIMULATION,print.prt,print_prt,pco%sd_chan_reg%m,pco%sd_chan_reg%m,unique,3,39,derived_type,pco%sd_chan_reg%m,pco%sd_chan_reg%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
166,SIMULATION,print.prt,print_prt,pco%sd_chan_reg%y,pco%sd_chan_reg%y,unique,4,39,derived_type,pco%sd_chan_reg%y,pco%sd_chan_reg%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
167,SIMULATION,print.prt,print_prt,pco%sd_chan_reg%a,pco%sd_chan_reg%a,unique,5,39,derived_type,pco%sd_chan_reg%a,pco%sd_chan_reg%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
168,SIMULATION,print.prt,print_prt,name,name,unique,1,41,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
169,SIMULATION,print.prt,print_prt,pco%recall_reg%d,pco%recall_reg%d,unique,2,41,derived_type,pco%recall_reg%d,pco%recall_reg%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
170,SIMULATION,print.prt,print_prt,pco%recall_reg%m,pco%recall_reg%m,unique,3,41,derived_type,pco%recall_reg%m,pco%recall_reg%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
171,SIMULATION,print.prt,print_prt,pco%recall_reg%y,pco%recall_reg%y,unique,4,41,derived_type,pco%recall_reg%y,pco%recall_reg%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
172,SIMULATION,print.prt,print_prt,pco%recall_reg%a,pco%recall_reg%a,unique,5,41,derived_type,pco%recall_reg%a,pco%recall_reg%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
173,SIMULATION,print.prt,print_prt,name,name,unique,1,43,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
174,SIMULATION,print.prt,print_prt,pco%water_allo%d,pco%water_allo%d,unique,2,43,derived_type,pco%water_allo%d,pco%water_allo%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
175,SIMULATION,print.prt,print_prt,pco%water_allo%m,pco%water_allo%m,unique,3,43,derived_type,pco%water_allo%m,pco%water_allo%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
176,SIMULATION,print.prt,print_prt,pco%water_allo%y,pco%water_allo%y,unique,4,43,derived_type,pco%water_allo%y,pco%water_allo%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
177,SIMULATION,print.prt,print_prt,pco%water_allo%a,pco%water_allo%a,unique,5,43,derived_type,pco%water_allo%a,pco%water_allo%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
178,SIMULATION,print.prt,print_prt,name,name,unique,1,45,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
179,SIMULATION,print.prt,print_prt,pco%wb_lsu%d,pco%wb_lsu%d,unique,2,45,derived_type,pco%wb_lsu%d,pco%wb_lsu%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
180,SIMULATION,print.prt,print_prt,pco%wb_lsu%m,pco%wb_lsu%m,unique,3,45,derived_type,pco%wb_lsu%m,pco%wb_lsu%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
181,SIMULATION,print.prt,print_prt,pco%wb_lsu%y,pco%wb_lsu%y,unique,4,45,derived_type,pco%wb_lsu%y,pco%wb_lsu%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
182,SIMULATION,print.prt,print_prt,pco%wb_lsu%a,pco%wb_lsu%a,unique,5,45,derived_type,pco%wb_lsu%a,pco%wb_lsu%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
183,SIMULATION,print.prt,print_prt,name,name,unique,1,47,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
184,SIMULATION,print.prt,print_prt,pco%nb_lsu%d,pco%nb_lsu%d,unique,2,47,derived_type,pco%nb_lsu%d,pco%nb_lsu%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
185,SIMULATION,print.prt,print_prt,pco%nb_lsu%m,pco%nb_lsu%m,unique,3,47,derived_type,pco%nb_lsu%m,pco%nb_lsu%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
186,SIMULATION,print.prt,print_prt,pco%nb_lsu%y,pco%nb_lsu%y,unique,4,47,derived_type,pco%nb_lsu%y,pco%nb_lsu%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
187,SIMULATION,print.prt,print_prt,pco%nb_lsu%a,pco%nb_lsu%a,unique,5,47,derived_type,pco%nb_lsu%a,pco%nb_lsu%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
188,SIMULATION,print.prt,print_prt,name,name,unique,1,49,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
189,SIMULATION,print.prt,print_prt,pco%ls_lsu%d,pco%ls_lsu%d,unique,2,49,derived_type,pco%ls_lsu%d,pco%ls_lsu%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
190,SIMULATION,print.prt,print_prt,pco%ls_lsu%m,pco%ls_lsu%m,unique,3,49,derived_type,pco%ls_lsu%m,pco%ls_lsu%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
191,SIMULATION,print.prt,print_prt,pco%ls_lsu%y,pco%ls_lsu%y,unique,4,49,derived_type,pco%ls_lsu%y,pco%ls_lsu%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
192,SIMULATION,print.prt,print_prt,pco%ls_lsu%a,pco%ls_lsu%a,unique,5,49,derived_type,pco%ls_lsu%a,pco%ls_lsu%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
193,SIMULATION,print.prt,print_prt,name,name,unique,1,51,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
194,SIMULATION,print.prt,print_prt,pco%pw_lsu%d,pco%pw_lsu%d,unique,2,51,derived_type,pco%pw_lsu%d,pco%pw_lsu%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
195,SIMULATION,print.prt,print_prt,pco%pw_lsu%m,pco%pw_lsu%m,unique,3,51,derived_type,pco%pw_lsu%m,pco%pw_lsu%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
196,SIMULATION,print.prt,print_prt,pco%pw_lsu%y,pco%pw_lsu%y,unique,4,51,derived_type,pco%pw_lsu%y,pco%pw_lsu%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
197,SIMULATION,print.prt,print_prt,pco%pw_lsu%a,pco%pw_lsu%a,unique,5,51,derived_type,pco%pw_lsu%a,pco%pw_lsu%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
198,SIMULATION,print.prt,print_prt,name,name,unique,1,53,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
199,SIMULATION,print.prt,print_prt,pco%wb_hru%d,pco%wb_hru%d,unique,2,53,derived_type,pco%wb_hru%d,pco%wb_hru%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
200,SIMULATION,print.prt,print_prt,pco%wb_hru%m,pco%wb_hru%m,unique,3,53,derived_type,pco%wb_hru%m,pco%wb_hru%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
201,SIMULATION,print.prt,print_prt,pco%wb_hru%y,pco%wb_hru%y,unique,4,53,derived_type,pco%wb_hru%y,pco%wb_hru%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
202,SIMULATION,print.prt,print_prt,pco%wb_hru%a,pco%wb_hru%a,unique,5,53,derived_type,pco%wb_hru%a,pco%wb_hru%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
203,SIMULATION,print.prt,print_prt,name,name,unique,1,55,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
204,SIMULATION,print.prt,print_prt,pco%nb_hru%d,pco%nb_hru%d,unique,2,55,derived_type,pco%nb_hru%d,pco%nb_hru%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
205,SIMULATION,print.prt,print_prt,pco%nb_hru%m,pco%nb_hru%m,unique,3,55,derived_type,pco%nb_hru%m,pco%nb_hru%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
206,SIMULATION,print.prt,print_prt,pco%nb_hru%y,pco%nb_hru%y,unique,4,55,derived_type,pco%nb_hru%y,pco%nb_hru%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
207,SIMULATION,print.prt,print_prt,pco%nb_hru%a,pco%nb_hru%a,unique,5,55,derived_type,pco%nb_hru%a,pco%nb_hru%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
208,SIMULATION,print.prt,print_prt,name,name,unique,1,57,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
209,SIMULATION,print.prt,print_prt,pco%ls_hru%d,pco%ls_hru%d,unique,2,57,derived_type,pco%ls_hru%d,pco%ls_hru%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
210,SIMULATION,print.prt,print_prt,pco%ls_hru%m,pco%ls_hru%m,unique,3,57,derived_type,pco%ls_hru%m,pco%ls_hru%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
211,SIMULATION,print.prt,print_prt,pco%ls_hru%y,pco%ls_hru%y,unique,4,57,derived_type,pco%ls_hru%y,pco%ls_hru%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
212,SIMULATION,print.prt,print_prt,pco%ls_hru%a,pco%ls_hru%a,unique,5,57,derived_type,pco%ls_hru%a,pco%ls_hru%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
213,SIMULATION,print.prt,print_prt,name,name,unique,1,59,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
214,SIMULATION,print.prt,print_prt,pco%pw_hru%d,pco%pw_hru%d,unique,2,59,derived_type,pco%pw_hru%d,pco%pw_hru%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
215,SIMULATION,print.prt,print_prt,pco%pw_hru%m,pco%pw_hru%m,unique,3,59,derived_type,pco%pw_hru%m,pco%pw_hru%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
216,SIMULATION,print.prt,print_prt,pco%pw_hru%y,pco%pw_hru%y,unique,4,59,derived_type,pco%pw_hru%y,pco%pw_hru%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
217,SIMULATION,print.prt,print_prt,pco%pw_hru%a,pco%pw_hru%a,unique,5,59,derived_type,pco%pw_hru%a,pco%pw_hru%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
218,SIMULATION,print.prt,print_prt,name,name,unique,1,61,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
219,SIMULATION,print.prt,print_prt,pco%wb_sd%d,pco%wb_sd%d,unique,2,61,derived_type,pco%wb_sd%d,pco%wb_sd%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
220,SIMULATION,print.prt,print_prt,pco%wb_sd%m,pco%wb_sd%m,unique,3,61,derived_type,pco%wb_sd%m,pco%wb_sd%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
221,SIMULATION,print.prt,print_prt,pco%wb_sd%y,pco%wb_sd%y,unique,4,61,derived_type,pco%wb_sd%y,pco%wb_sd%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
222,SIMULATION,print.prt,print_prt,pco%wb_sd%a,pco%wb_sd%a,unique,5,61,derived_type,pco%wb_sd%a,pco%wb_sd%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
223,SIMULATION,print.prt,print_prt,name,name,unique,1,63,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
224,SIMULATION,print.prt,print_prt,pco%nb_sd%d,pco%nb_sd%d,unique,2,63,derived_type,pco%nb_sd%d,pco%nb_sd%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
225,SIMULATION,print.prt,print_prt,pco%nb_sd%m,pco%nb_sd%m,unique,3,63,derived_type,pco%nb_sd%m,pco%nb_sd%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
226,SIMULATION,print.prt,print_prt,pco%nb_sd%y,pco%nb_sd%y,unique,4,63,derived_type,pco%nb_sd%y,pco%nb_sd%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
227,SIMULATION,print.prt,print_prt,pco%nb_sd%a,pco%nb_sd%a,unique,5,63,derived_type,pco%nb_sd%a,pco%nb_sd%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
228,SIMULATION,print.prt,print_prt,name,name,unique,1,65,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
229,SIMULATION,print.prt,print_prt,pco%ls_sd%d,pco%ls_sd%d,unique,2,65,derived_type,pco%ls_sd%d,pco%ls_sd%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
230,SIMULATION,print.prt,print_prt,pco%ls_sd%m,pco%ls_sd%m,unique,3,65,derived_type,pco%ls_sd%m,pco%ls_sd%m parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
231,SIMULATION,print.prt,print_prt,pco%ls_sd%y,pco%ls_sd%y,unique,4,65,derived_type,pco%ls_sd%y,pco%ls_sd%y parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
232,SIMULATION,print.prt,print_prt,pco%ls_sd%a,pco%ls_sd%a,unique,5,65,derived_type,pco%ls_sd%a,pco%ls_sd%a parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
233,SIMULATION,print.prt,print_prt,name,name,unique,1,67,character,name,name parameter from in_sim%prt via basin_print_codes_read,yes,text,string,0,999,default,yes,basin_module,y
234,SIMULATION,print.prt,print_prt,pco%pw_sd%d,pco%pw_sd%d,unique,2,67,derived_type,pco%pw_sd%d,pco%pw_sd%d parameter from in_sim%prt via basin_print_codes_read,no,none,derived,0,999,1.0,yes,basin_module,n
